task,PPnr,conjunction_single,match_mismatch,trial,acc_conj,RT_conj,acc_sing,RT_sing
gap,R_2bHPDYy6X92e2YW,conj,mm,sim_conj_gd_mm_1,1,0.476,1,0.484
gap,R_2bHPDYy6X92e2YW,conj,mm,sim_conj_gd_mm_2,1,1.24,1,0.448
gap,R_2bHPDYy6X92e2YW,conj,mm,sim_conj_gs_mm_1,1,0.65,1,0.58
gap,R_2bHPDYy6X92e2YW,conj,mm,sim_conj_gs_mm_2,1,0.512,1,0.718
gap,R_2bHPDYy6X92e2YW,conj,mm,sim_conj_rd_mm_1,1,1.093,1,0.785
gap,R_2bHPDYy6X92e2YW,conj,mm,sim_conj_rd_mm_2,1,0.464,1,0.752
gap,R_2bHPDYy6X92e2YW,conj,mm,sim_conj_rs_mm_1,1,1.412,1,0.451
gap,R_2bHPDYy6X92e2YW,conj,mm,sim_conj_rs_mm_2,1,0.514,1,0.495
no_gap,R_2BnRYuqRU9MgxDH,conj,m,sim_conj_gd_m_1,1,0.97,1,2.463
no_gap,R_2BnRYuqRU9MgxDH,conj,m,sim_conj_gd_m_2,1,0.794,1,0.636
no_gap,R_2BnRYuqRU9MgxDH,conj,m,sim_conj_gs_m_1,1,0.777,1,0.723
no_gap,R_2BnRYuqRU9MgxDH,conj,m,sim_conj_gs_m_2,1,0.869,1,0.95
no_gap,R_2BnRYuqRU9MgxDH,conj,m,sim_conj_rd_m_1,1,0.86,1,0.56
no_gap,R_2BnRYuqRU9MgxDH,conj,m,sim_conj_rd_m_2,1,0.759,1,0.749
no_gap,R_2BnRYuqRU9MgxDH,conj,m,sim_conj_rs_m_1,1,0.978,1,0.496
no_gap,R_2BnRYuqRU9MgxDH,conj,m,sim_conj_rs_m_2,1,0.742,1,1.098
no_gap,R_2BnRYuqRU9MgxDH,conj,mm,sim_conj_gd_mm_1,1,0.767,1,0.876
no_gap,R_2BnRYuqRU9MgxDH,conj,mm,sim_conj_gd_mm_2,1,0.596,1,0.918
no_gap,R_2BnRYuqRU9MgxDH,conj,mm,sim_conj_gs_mm_1,1,1.037,1,0.856
no_gap,R_2BnRYuqRU9MgxDH,conj,mm,sim_conj_gs_mm_2,1,0.939,1,0.817
no_gap,R_2BnRYuqRU9MgxDH,conj,mm,sim_conj_rd_mm_1,1,1.062,1,0.524
no_gap,R_2BnRYuqRU9MgxDH,conj,mm,sim_conj_rd_mm_2,0,0.649,1,0.858
no_gap,R_2BnRYuqRU9MgxDH,conj,mm,sim_conj_rs_mm_1,1,0.482,1,0.694
no_gap,R_2BnRYuqRU9MgxDH,conj,mm,sim_conj_rs_mm_2,1,1.664,1,1.015
no_gap,R_2BtIrCsNLg3M5Hv,conj,m,sim_conj_gd_m_1,1,1.306,1,1.404
no_gap,R_2BtIrCsNLg3M5Hv,conj,m,sim_conj_gd_m_2,1,1.154,1,1.195
no_gap,R_2BtIrCsNLg3M5Hv,conj,m,sim_conj_gs_m_1,1,0.844,1,1.231
no_gap,R_2BtIrCsNLg3M5Hv,conj,m,sim_conj_gs_m_2,1,1.037,1,1.222
no_gap,R_2BtIrCsNLg3M5Hv,conj,m,sim_conj_rd_m_1,1,1.07,1,1.122
no_gap,R_2BtIrCsNLg3M5Hv,conj,m,sim_conj_rd_m_2,1,0.575,1,1.518
no_gap,R_2BtIrCsNLg3M5Hv,conj,m,sim_conj_rs_m_1,1,0.864,1,0.896
no_gap,R_2BtIrCsNLg3M5Hv,conj,m,sim_conj_rs_m_2,1,1.085,1,0.906
no_gap,R_2BtIrCsNLg3M5Hv,conj,mm,sim_conj_gd_mm_1,1,0.51,1,1.123
no_gap,R_2BtIrCsNLg3M5Hv,conj,mm,sim_conj_gd_mm_2,1,1.353,0,1.346
no_gap,R_2BtIrCsNLg3M5Hv,conj,mm,sim_conj_gs_mm_1,1,1.199,1,1.071
no_gap,R_2BtIrCsNLg3M5Hv,conj,mm,sim_conj_gs_mm_2,1,1.214,1,1.081
no_gap,R_2BtIrCsNLg3M5Hv,conj,mm,sim_conj_rd_mm_1,1,1.099,1,1.135
no_gap,R_2BtIrCsNLg3M5Hv,conj,mm,sim_conj_rd_mm_2,1,1.107,1,1.32
no_gap,R_2BtIrCsNLg3M5Hv,conj,mm,sim_conj_rs_mm_1,1,0.948,1,0.832
no_gap,R_2BtIrCsNLg3M5Hv,conj,mm,sim_conj_rs_mm_2,0,0.924,1,0.947
gap,R_2Bu63NcF98ifXiE,conj,m,sim_conj_gd_m_1,1,0.88,1,0.631
gap,R_2Bu63NcF98ifXiE,conj,m,sim_conj_gd_m_2,1,0.681,1,0.653
gap,R_2Bu63NcF98ifXiE,conj,m,sim_conj_gs_m_1,1,1.367,1,0.44
gap,R_2Bu63NcF98ifXiE,conj,m,sim_conj_gs_m_2,1,0.623,1,0.727
gap,R_2Bu63NcF98ifXiE,conj,m,sim_conj_rd_m_1,1,0.787,1,0.466
gap,R_2Bu63NcF98ifXiE,conj,m,sim_conj_rd_m_2,1,0.721,1,0.473
gap,R_2Bu63NcF98ifXiE,conj,m,sim_conj_rs_m_1,1,0.865,1,0.535
gap,R_2Bu63NcF98ifXiE,conj,m,sim_conj_rs_m_2,1,0.602,1,0.968
gap,R_2Bu63NcF98ifXiE,conj,mm,sim_conj_gd_mm_1,1,0.627,0,1.745
gap,R_2Bu63NcF98ifXiE,conj,mm,sim_conj_gd_mm_2,1,0.839,1,0.949
gap,R_2Bu63NcF98ifXiE,conj,mm,sim_conj_gs_mm_1,1,0.696,1,0.456
gap,R_2Bu63NcF98ifXiE,conj,mm,sim_conj_gs_mm_2,1,0.836,1,0.751
gap,R_2Bu63NcF98ifXiE,conj,mm,sim_conj_rd_mm_1,1,0.598,1,0.576
gap,R_2Bu63NcF98ifXiE,conj,mm,sim_conj_rd_mm_2,1,0.67,1,0.777
gap,R_2Bu63NcF98ifXiE,conj,mm,sim_conj_rs_mm_1,1,0.505,1,0.656
gap,R_2Bu63NcF98ifXiE,conj,mm,sim_conj_rs_mm_2,1,0.542,1,0.451
no_gap,R_2c6m9mRMP3vRtxF,conj,m,sim_conj_gd_m_1,1,0.712,1,0.724
no_gap,R_2c6m9mRMP3vRtxF,conj,m,sim_conj_gd_m_2,1,0.845,1,0.621
no_gap,R_2c6m9mRMP3vRtxF,conj,m,sim_conj_gs_m_1,1,0.689,1,1.107
no_gap,R_2c6m9mRMP3vRtxF,conj,m,sim_conj_gs_m_2,1,0.824,1,1
no_gap,R_2c6m9mRMP3vRtxF,conj,m,sim_conj_rd_m_1,1,0.753,1,1.063
no_gap,R_2c6m9mRMP3vRtxF,conj,m,sim_conj_rd_m_2,1,0.649,1,0.937
no_gap,R_2c6m9mRMP3vRtxF,conj,m,sim_conj_rs_m_1,1,1.095,1,1.441
no_gap,R_2c6m9mRMP3vRtxF,conj,m,sim_conj_rs_m_2,1,0.737,1,0.71
no_gap,R_2c6m9mRMP3vRtxF,conj,mm,sim_conj_gd_mm_1,1,0.758,1,0.744
no_gap,R_2c6m9mRMP3vRtxF,conj,mm,sim_conj_gd_mm_2,1,0.657,1,1.524
no_gap,R_2c6m9mRMP3vRtxF,conj,mm,sim_conj_gs_mm_1,1,0.877,1,1.587
no_gap,R_2c6m9mRMP3vRtxF,conj,mm,sim_conj_gs_mm_2,1,0.684,1,0.785
no_gap,R_2c6m9mRMP3vRtxF,conj,mm,sim_conj_rd_mm_1,1,0.96,1,2.769
no_gap,R_2c6m9mRMP3vRtxF,conj,mm,sim_conj_rd_mm_2,1,1.107,1,1.112
no_gap,R_2c6m9mRMP3vRtxF,conj,mm,sim_conj_rs_mm_1,1,1.029,1,1.613
no_gap,R_2c6m9mRMP3vRtxF,conj,mm,sim_conj_rs_mm_2,1,0.73,0,0.879
no_gap,R_2cc7FPRMpuGx2CV,conj,m,sim_conj_gd_m_1,1,0.411,1,0.821
no_gap,R_2cc7FPRMpuGx2CV,conj,m,sim_conj_gd_m_2,1,0.463,1,0.658
no_gap,R_2cc7FPRMpuGx2CV,conj,m,sim_conj_gs_m_1,1,0.53,1,0.519
no_gap,R_2cc7FPRMpuGx2CV,conj,m,sim_conj_gs_m_2,1,0.463,1,0.469
no_gap,R_2cc7FPRMpuGx2CV,conj,m,sim_conj_rd_m_1,1,0.497,1,0.432
no_gap,R_2cc7FPRMpuGx2CV,conj,m,sim_conj_rd_m_2,1,0.415,1,0.617
no_gap,R_2cc7FPRMpuGx2CV,conj,m,sim_conj_rs_m_1,0,0.422,1,1.071
no_gap,R_2cc7FPRMpuGx2CV,conj,m,sim_conj_rs_m_2,1,0.429,1,0.572
no_gap,R_2cc7FPRMpuGx2CV,conj,mm,sim_conj_gd_mm_1,1,0.5,1,1.363
no_gap,R_2cc7FPRMpuGx2CV,conj,mm,sim_conj_gd_mm_2,1,0.462,1,1.486
no_gap,R_2cc7FPRMpuGx2CV,conj,mm,sim_conj_gs_mm_1,1,0.453,1,0.427
no_gap,R_2cc7FPRMpuGx2CV,conj,mm,sim_conj_gs_mm_2,1,0.541,1,1.79
no_gap,R_2cc7FPRMpuGx2CV,conj,mm,sim_conj_rd_mm_1,1,0.419,1,1.05
no_gap,R_2cc7FPRMpuGx2CV,conj,mm,sim_conj_rd_mm_2,1,0.554,1,0.486
no_gap,R_2cc7FPRMpuGx2CV,conj,mm,sim_conj_rs_mm_1,1,0.489,1,0.401
no_gap,R_2cc7FPRMpuGx2CV,conj,mm,sim_conj_rs_mm_2,1,0.687,0,1.245
no_gap,R_2CDt4ymTrZ6kFn0,conj,m,sim_conj_gd_m_1,1,1.489,1,2.068
no_gap,R_2CDt4ymTrZ6kFn0,conj,m,sim_conj_gd_m_2,1,1.952,1,2.418
no_gap,R_2CDt4ymTrZ6kFn0,conj,m,sim_conj_gs_m_1,1,2.707,1,2.062
no_gap,R_2CDt4ymTrZ6kFn0,conj,m,sim_conj_gs_m_2,1,3.302,1,1.719
no_gap,R_2CDt4ymTrZ6kFn0,conj,m,sim_conj_rd_m_1,1,2.044,1,2.216
no_gap,R_2CDt4ymTrZ6kFn0,conj,m,sim_conj_rd_m_2,1,3.376,1,2.297
no_gap,R_2CDt4ymTrZ6kFn0,conj,m,sim_conj_rs_m_1,1,2.666,1,2.831
no_gap,R_2CDt4ymTrZ6kFn0,conj,m,sim_conj_rs_m_2,1,1.799,1,1.514
no_gap,R_2CDt4ymTrZ6kFn0,conj,mm,sim_conj_gd_mm_1,1,1.93,1,2.498
no_gap,R_2CDt4ymTrZ6kFn0,conj,mm,sim_conj_gd_mm_2,1,1.372,1,2.95
no_gap,R_2CDt4ymTrZ6kFn0,conj,mm,sim_conj_gs_mm_1,0,14.837,1,2.114
no_gap,R_2CDt4ymTrZ6kFn0,conj,mm,sim_conj_gs_mm_2,1,2.139,1,1.752
no_gap,R_2CDt4ymTrZ6kFn0,conj,mm,sim_conj_rd_mm_1,1,1.635,1,1.468
no_gap,R_2CDt4ymTrZ6kFn0,conj,mm,sim_conj_rd_mm_2,1,2.665,0,3.357
no_gap,R_2CDt4ymTrZ6kFn0,conj,mm,sim_conj_rs_mm_1,1,1.226,1,2.144
no_gap,R_2CDt4ymTrZ6kFn0,conj,mm,sim_conj_rs_mm_2,1,1.211,1,3.724
no_gap,R_2cnGgIRvbYUU2JM,conj,m,sim_conj_gd_m_1,1,0.831,1,1.061
no_gap,R_2cnGgIRvbYUU2JM,conj,m,sim_conj_gd_m_2,1,0.999,1,1.145
no_gap,R_2cnGgIRvbYUU2JM,conj,m,sim_conj_gs_m_1,1,0.793,1,1.242
no_gap,R_2cnGgIRvbYUU2JM,conj,m,sim_conj_gs_m_2,1,1.456,1,0.789
no_gap,R_2cnGgIRvbYUU2JM,conj,m,sim_conj_rd_m_1,1,1.113,1,1.09
no_gap,R_2cnGgIRvbYUU2JM,conj,m,sim_conj_rd_m_2,1,1.186,1,1.431
no_gap,R_2cnGgIRvbYUU2JM,conj,m,sim_conj_rs_m_1,1,1.053,1,1.215
no_gap,R_2cnGgIRvbYUU2JM,conj,m,sim_conj_rs_m_2,1,1.024,1,0.862
no_gap,R_2cnGgIRvbYUU2JM,conj,mm,sim_conj_gd_mm_1,1,0.968,1,0.711
no_gap,R_2cnGgIRvbYUU2JM,conj,mm,sim_conj_gd_mm_2,1,0.661,1,1.083
no_gap,R_2cnGgIRvbYUU2JM,conj,mm,sim_conj_gs_mm_1,1,0.935,1,0.997
no_gap,R_2cnGgIRvbYUU2JM,conj,mm,sim_conj_gs_mm_2,1,0.921,1,0.962
no_gap,R_2cnGgIRvbYUU2JM,conj,mm,sim_conj_rd_mm_1,1,0.949,1,0.897
no_gap,R_2cnGgIRvbYUU2JM,conj,mm,sim_conj_rd_mm_2,1,0.829,1,1.218
no_gap,R_2cnGgIRvbYUU2JM,conj,mm,sim_conj_rs_mm_1,1,0.764,1,1.142
no_gap,R_2cnGgIRvbYUU2JM,conj,mm,sim_conj_rs_mm_2,1,0.701,1,1.007
gap,R_2CTk31LB5KSXTUK,conj,m,sim_conj_gd_m_1,1,0.389,1,0.371
gap,R_2CTk31LB5KSXTUK,conj,m,sim_conj_gd_m_2,1,0.376,1,1.59
gap,R_2CTk31LB5KSXTUK,conj,m,sim_conj_gs_m_1,1,0.376,1,0.41
gap,R_2CTk31LB5KSXTUK,conj,m,sim_conj_gs_m_2,1,0.372,1,0.662
gap,R_2CTk31LB5KSXTUK,conj,m,sim_conj_rd_m_1,1,0.402,1,0.403
gap,R_2CTk31LB5KSXTUK,conj,m,sim_conj_rd_m_2,1,0.404,1,0.545
gap,R_2CTk31LB5KSXTUK,conj,m,sim_conj_rs_m_1,1,0.41,1,1.086
gap,R_2CTk31LB5KSXTUK,conj,m,sim_conj_rs_m_2,1,0.517,1,0.509
gap,R_2CTk31LB5KSXTUK,conj,mm,sim_conj_gd_mm_1,1,0.472,1,0.509
gap,R_2CTk31LB5KSXTUK,conj,mm,sim_conj_gd_mm_2,1,0.431,1,0.429
gap,R_2CTk31LB5KSXTUK,conj,mm,sim_conj_gs_mm_1,1,0.45,1,0.47
gap,R_2CTk31LB5KSXTUK,conj,mm,sim_conj_gs_mm_2,1,0.413,1,1.164
gap,R_2CTk31LB5KSXTUK,conj,mm,sim_conj_rd_mm_1,1,0.393,1,0.556
gap,R_2CTk31LB5KSXTUK,conj,mm,sim_conj_rd_mm_2,1,0.437,1,0.752
gap,R_2CTk31LB5KSXTUK,conj,mm,sim_conj_rs_mm_1,1,0.44,1,0.437
gap,R_2CTk31LB5KSXTUK,conj,mm,sim_conj_rs_mm_2,1,0.485,1,0.577
gap,R_2cubeyiZDy5kcWK,conj,m,sim_conj_gd_m_1,1,3.076,1,0.442
gap,R_2cubeyiZDy5kcWK,conj,m,sim_conj_gd_m_2,1,1.643,1,6.648
gap,R_2cubeyiZDy5kcWK,conj,m,sim_conj_gs_m_1,1,0.996,1,3.023
gap,R_2cubeyiZDy5kcWK,conj,m,sim_conj_gs_m_2,1,0.48,0,0.616
gap,R_2cubeyiZDy5kcWK,conj,m,sim_conj_rd_m_1,1,0.531,1,1.35
gap,R_2cubeyiZDy5kcWK,conj,m,sim_conj_rd_m_2,1,3.314,1,1.576
gap,R_2cubeyiZDy5kcWK,conj,m,sim_conj_rs_m_1,1,0.482,1,0.647
gap,R_2cubeyiZDy5kcWK,conj,m,sim_conj_rs_m_2,1,0.476,1,0.532
gap,R_2cubeyiZDy5kcWK,conj,mm,sim_conj_gd_mm_1,1,0.544,1,0.749
gap,R_2cubeyiZDy5kcWK,conj,mm,sim_conj_gd_mm_2,1,1.056,1,1.543
gap,R_2cubeyiZDy5kcWK,conj,mm,sim_conj_gs_mm_1,1,0.699,1,0.682
gap,R_2cubeyiZDy5kcWK,conj,mm,sim_conj_gs_mm_2,1,1.226,1,9.941
gap,R_2cubeyiZDy5kcWK,conj,mm,sim_conj_rd_mm_1,1,1.448,1,0.564
gap,R_2cubeyiZDy5kcWK,conj,mm,sim_conj_rd_mm_2,1,1.101,1,0.535
gap,R_2cubeyiZDy5kcWK,conj,mm,sim_conj_rs_mm_1,0,8.69,1,0.682
gap,R_2cubeyiZDy5kcWK,conj,mm,sim_conj_rs_mm_2,1,0.633,1,0.992
no_gap,R_2cvhE0HTQ1JO49j,conj,m,sim_conj_gd_m_1,1,0.938,1,1.624
no_gap,R_2cvhE0HTQ1JO49j,conj,m,sim_conj_gd_m_2,1,2.359,1,1.194
no_gap,R_2cvhE0HTQ1JO49j,conj,m,sim_conj_gs_m_1,1,1.618,0,2.054
no_gap,R_2cvhE0HTQ1JO49j,conj,m,sim_conj_gs_m_2,1,1.041,1,1.299
no_gap,R_2cvhE0HTQ1JO49j,conj,m,sim_conj_rd_m_1,1,1.177,1,0.973
no_gap,R_2cvhE0HTQ1JO49j,conj,m,sim_conj_rd_m_2,1,1.377,1,1.3
no_gap,R_2cvhE0HTQ1JO49j,conj,m,sim_conj_rs_m_1,1,0.562,1,1.232
no_gap,R_2cvhE0HTQ1JO49j,conj,m,sim_conj_rs_m_2,1,41.252,1,1.227
no_gap,R_2cvhE0HTQ1JO49j,conj,mm,sim_conj_gd_mm_1,1,2.431,1,1.163
no_gap,R_2cvhE0HTQ1JO49j,conj,mm,sim_conj_gd_mm_2,1,1.281,1,0.603
no_gap,R_2cvhE0HTQ1JO49j,conj,mm,sim_conj_gs_mm_1,1,1.877,1,1.1
no_gap,R_2cvhE0HTQ1JO49j,conj,mm,sim_conj_gs_mm_2,1,1.485,1,0.51
no_gap,R_2cvhE0HTQ1JO49j,conj,mm,sim_conj_rd_mm_1,1,2.003,1,3.16
no_gap,R_2cvhE0HTQ1JO49j,conj,mm,sim_conj_rd_mm_2,1,0.996,1,1.3
no_gap,R_2cvhE0HTQ1JO49j,conj,mm,sim_conj_rs_mm_1,1,1.154,1,1.133
no_gap,R_2cvhE0HTQ1JO49j,conj,mm,sim_conj_rs_mm_2,1,1.361,1,1.341
gap,R_2D5fuTu0fyLlRoG,conj,m,sim_conj_gd_m_1,1,1.585,1,0.529
gap,R_2D5fuTu0fyLlRoG,conj,m,sim_conj_gd_m_2,1,0.851,1,0.786
gap,R_2D5fuTu0fyLlRoG,conj,m,sim_conj_gs_m_1,1,0.582,1,0.509
gap,R_2D5fuTu0fyLlRoG,conj,m,sim_conj_gs_m_2,1,0.48,1,0.637
gap,R_2D5fuTu0fyLlRoG,conj,m,sim_conj_rd_m_1,1,0.518,1,0.6
gap,R_2D5fuTu0fyLlRoG,conj,m,sim_conj_rd_m_2,1,0.858,1,0.611
gap,R_2D5fuTu0fyLlRoG,conj,m,sim_conj_rs_m_1,1,0.421,1,0.528
gap,R_2D5fuTu0fyLlRoG,conj,m,sim_conj_rs_m_2,1,0.489,1,0.639
gap,R_2D5fuTu0fyLlRoG,conj,mm,sim_conj_gd_mm_1,1,0.589,1,0.466
gap,R_2D5fuTu0fyLlRoG,conj,mm,sim_conj_gd_mm_2,1,0.665,1,0.691
gap,R_2D5fuTu0fyLlRoG,conj,mm,sim_conj_gs_mm_1,1,0.45,1,0.59
gap,R_2D5fuTu0fyLlRoG,conj,mm,sim_conj_gs_mm_2,1,1.259,1,0.821
gap,R_2D5fuTu0fyLlRoG,conj,mm,sim_conj_rd_mm_1,1,0.712,1,1.047
gap,R_2D5fuTu0fyLlRoG,conj,mm,sim_conj_rd_mm_2,0,0.708,1,0.602
gap,R_2D5fuTu0fyLlRoG,conj,mm,sim_conj_rs_mm_1,1,0.731,1,1.028
gap,R_2D5fuTu0fyLlRoG,conj,mm,sim_conj_rs_mm_2,1,1.313,1,0.882
gap,R_2dH0HFAfxeETPyV,conj,m,sim_conj_gd_m_1,1,0.826,1,0.542
gap,R_2dH0HFAfxeETPyV,conj,m,sim_conj_gd_m_2,1,0.487,1,0.622
gap,R_2dH0HFAfxeETPyV,conj,m,sim_conj_gs_m_1,1,0.938,1,1.009
gap,R_2dH0HFAfxeETPyV,conj,m,sim_conj_gs_m_2,1,0.521,1,0.565
gap,R_2dH0HFAfxeETPyV,conj,m,sim_conj_rd_m_1,1,0.666,1,0.863
gap,R_2dH0HFAfxeETPyV,conj,m,sim_conj_rd_m_2,1,0.429,1,0.828
gap,R_2dH0HFAfxeETPyV,conj,m,sim_conj_rs_m_1,1,2.85,1,0.859
gap,R_2dH0HFAfxeETPyV,conj,m,sim_conj_rs_m_2,1,0.518,1,0.492
gap,R_2dH0HFAfxeETPyV,conj,mm,sim_conj_gd_mm_1,1,1.165,1,1.1
gap,R_2dH0HFAfxeETPyV,conj,mm,sim_conj_gd_mm_2,1,0.942,1,0.771
gap,R_2dH0HFAfxeETPyV,conj,mm,sim_conj_gs_mm_1,1,1.101,1,0.498
gap,R_2dH0HFAfxeETPyV,conj,mm,sim_conj_gs_mm_2,1,0.676,1,0.842
gap,R_2dH0HFAfxeETPyV,conj,mm,sim_conj_rd_mm_1,1,0.506,1,0.946
gap,R_2dH0HFAfxeETPyV,conj,mm,sim_conj_rd_mm_2,0,0.482,1,0.795
gap,R_2dH0HFAfxeETPyV,conj,mm,sim_conj_rs_mm_1,1,0.785,1,0.543
gap,R_2dH0HFAfxeETPyV,conj,mm,sim_conj_rs_mm_2,1,0.649,0,0.698
gap,R_2diq2w8gEnf5L8z,conj,m,sim_conj_gd_m_1,1,1.163,1,0.519
gap,R_2diq2w8gEnf5L8z,conj,m,sim_conj_gd_m_2,1,0.78,1,0.689
gap,R_2diq2w8gEnf5L8z,conj,m,sim_conj_gs_m_1,1,0.504,0,0.553
gap,R_2diq2w8gEnf5L8z,conj,m,sim_conj_gs_m_2,1,0.516,1,0.465
gap,R_2diq2w8gEnf5L8z,conj,m,sim_conj_rd_m_1,1,0.564,1,0.954
gap,R_2diq2w8gEnf5L8z,conj,m,sim_conj_rd_m_2,1,0.545,1,0.458
gap,R_2diq2w8gEnf5L8z,conj,m,sim_conj_rs_m_1,1,0.727,1,0.51
gap,R_2diq2w8gEnf5L8z,conj,m,sim_conj_rs_m_2,1,0.888,1,0.499
gap,R_2diq2w8gEnf5L8z,conj,mm,sim_conj_gd_mm_1,1,0.906,1,0.553
gap,R_2diq2w8gEnf5L8z,conj,mm,sim_conj_gd_mm_2,1,0.663,1,0.417
gap,R_2diq2w8gEnf5L8z,conj,mm,sim_conj_gs_mm_1,0,0.457,1,0.788
gap,R_2diq2w8gEnf5L8z,conj,mm,sim_conj_gs_mm_2,1,0.559,1,0.746
gap,R_2diq2w8gEnf5L8z,conj,mm,sim_conj_rd_mm_1,1,0.505,1,0.588
gap,R_2diq2w8gEnf5L8z,conj,mm,sim_conj_rd_mm_2,1,0.869,1,1.001
gap,R_2diq2w8gEnf5L8z,conj,mm,sim_conj_rs_mm_1,1,0.751,1,0.605
gap,R_2diq2w8gEnf5L8z,conj,mm,sim_conj_rs_mm_2,1,1.003,1,0.521
gap,R_2DRKnOvAi7cEOEe,conj,m,sim_conj_gd_m_1,1,0.426,1,0.413
gap,R_2DRKnOvAi7cEOEe,conj,m,sim_conj_gd_m_2,1,0.403,1,0.443
gap,R_2DRKnOvAi7cEOEe,conj,m,sim_conj_gs_m_1,1,0.413,1,0.417
gap,R_2DRKnOvAi7cEOEe,conj,m,sim_conj_gs_m_2,1,0.379,1,0.415
gap,R_2DRKnOvAi7cEOEe,conj,m,sim_conj_rd_m_1,1,0.466,1,0.411
gap,R_2DRKnOvAi7cEOEe,conj,m,sim_conj_rd_m_2,1,0.436,1,0.419
gap,R_2DRKnOvAi7cEOEe,conj,m,sim_conj_rs_m_1,1,0.648,1,0.483
gap,R_2DRKnOvAi7cEOEe,conj,m,sim_conj_rs_m_2,1,0.431,1,0.364
gap,R_2DRKnOvAi7cEOEe,conj,mm,sim_conj_gd_mm_1,1,0.451,1,0.474
gap,R_2DRKnOvAi7cEOEe,conj,mm,sim_conj_gd_mm_2,1,0.452,1,1.403
gap,R_2DRKnOvAi7cEOEe,conj,mm,sim_conj_gs_mm_1,1,0.546,1,1.181
gap,R_2DRKnOvAi7cEOEe,conj,mm,sim_conj_gs_mm_2,1,0.434,1,0.555
gap,R_2DRKnOvAi7cEOEe,conj,mm,sim_conj_rd_mm_1,1,0.497,1,4.464
gap,R_2DRKnOvAi7cEOEe,conj,mm,sim_conj_rd_mm_2,1,0.493,1,0.586
gap,R_2DRKnOvAi7cEOEe,conj,mm,sim_conj_rs_mm_1,1,0.597,1,0.73
gap,R_2DRKnOvAi7cEOEe,conj,mm,sim_conj_rs_mm_2,1,0.464,1,0.645
no_gap,R_2dYKuSke1t2VOfa,conj,m,sim_conj_gd_m_1,1,0.97,1,0.423
no_gap,R_2dYKuSke1t2VOfa,conj,m,sim_conj_gd_m_2,1,0.449,1,0.348
no_gap,R_2dYKuSke1t2VOfa,conj,m,sim_conj_gs_m_1,1,0.754,1,0.643
no_gap,R_2dYKuSke1t2VOfa,conj,m,sim_conj_gs_m_2,1,0.514,1,0.56
no_gap,R_2dYKuSke1t2VOfa,conj,m,sim_conj_rd_m_1,1,0.404,1,0.967
no_gap,R_2dYKuSke1t2VOfa,conj,m,sim_conj_rd_m_2,1,0.947,1,0.725
no_gap,R_2dYKuSke1t2VOfa,conj,m,sim_conj_rs_m_1,1,0.556,1,1.586
no_gap,R_2dYKuSke1t2VOfa,conj,m,sim_conj_rs_m_2,1,0.604,1,0.567
no_gap,R_2dYKuSke1t2VOfa,conj,mm,sim_conj_gd_mm_1,1,0.965,1,0.452
no_gap,R_2dYKuSke1t2VOfa,conj,mm,sim_conj_gd_mm_2,1,0.444,1,0.929
no_gap,R_2dYKuSke1t2VOfa,conj,mm,sim_conj_gs_mm_1,1,0.48,1,0.899
no_gap,R_2dYKuSke1t2VOfa,conj,mm,sim_conj_gs_mm_2,1,0.836,1,0.555
no_gap,R_2dYKuSke1t2VOfa,conj,mm,sim_conj_rd_mm_1,1,0.624,1,0.498
no_gap,R_2dYKuSke1t2VOfa,conj,mm,sim_conj_rd_mm_2,1,0.663,1,0.922
no_gap,R_2dYKuSke1t2VOfa,conj,mm,sim_conj_rs_mm_1,1,0.523,1,0.447
no_gap,R_2dYKuSke1t2VOfa,conj,mm,sim_conj_rs_mm_2,1,0.599,1,0.45
gap,R_2e2xTrAELL35qnU,conj,m,sim_conj_gd_m_1,1,1.143,1,1.087
gap,R_2e2xTrAELL35qnU,conj,m,sim_conj_gd_m_2,1,0.722,1,1.187
gap,R_2e2xTrAELL35qnU,conj,m,sim_conj_gs_m_1,1,1.031,0,0.836
gap,R_2e2xTrAELL35qnU,conj,m,sim_conj_gs_m_2,1,0.672,1,1.223
gap,R_2e2xTrAELL35qnU,conj,m,sim_conj_rd_m_1,1,0.449,1,0.738
gap,R_2e2xTrAELL35qnU,conj,m,sim_conj_rd_m_2,1,0.447,1,0.763
gap,R_2e2xTrAELL35qnU,conj,m,sim_conj_rs_m_1,1,0.735,1,0.456
gap,R_2e2xTrAELL35qnU,conj,m,sim_conj_rs_m_2,1,0.889,1,2.495
gap,R_2e2xTrAELL35qnU,conj,mm,sim_conj_gd_mm_1,1,1.536,1,1.348
gap,R_2e2xTrAELL35qnU,conj,mm,sim_conj_gd_mm_2,1,0.902,1,0.688
gap,R_2e2xTrAELL35qnU,conj,mm,sim_conj_gs_mm_1,1,1.002,1,0.487
gap,R_2e2xTrAELL35qnU,conj,mm,sim_conj_gs_mm_2,1,0.464,1,0.373
gap,R_2e2xTrAELL35qnU,conj,mm,sim_conj_rd_mm_1,1,0.933,1,1.112
gap,R_2e2xTrAELL35qnU,conj,mm,sim_conj_rd_mm_2,1,1.919,1,0.734
gap,R_2e2xTrAELL35qnU,conj,mm,sim_conj_rs_mm_1,0,3.171,1,0.801
gap,R_2e2xTrAELL35qnU,conj,mm,sim_conj_rs_mm_2,1,0.603,1,0.767
gap,R_2EAwGG7T8u9elvy,conj,m,sim_conj_gd_m_1,1,0.368,1,0.351
